Country,y,f,Total annual demand (GWh),Demand type,Scenario,Carbon Price
RWA,2020.0,EL3E,706.3611116762,Current electrified,Bottom-up,No
RWA,2021.0,EL3E,724.3611116906002,Current electrified,Bottom-up,No
RWA,2021.0,EL3U,212.083333503,New electrified,Bottom-up,No
RWA,2022.0,EL3E,740.5277783701999,Current electrified,Bottom-up,No
RWA,2022.0,EL3U,424.166667006,New electrified,Bottom-up,No
RWA,2023.0,EL3E,755.1111117152,Current electrified,Bottom-up,No
RWA,2023.0,EL3U,636.2500005090001,New electrified,Bottom-up,No
RWA,2024.0,EL3E,768.3888895036,Current electrified,Bottom-up,No
RWA,2024.0,EL3U,848.333334012,New electrified,Bottom-up,No
RWA,2025.0,EL3E,808.9722228694001,Current electrified,Bottom-up,No
RWA,2025.0,EL3U,1060.416667515,New electrified,Bottom-up,No
RWA,2026.0,EL3E,850.1111117912001,Current electrified,Bottom-up,No
RWA,2026.0,EL3U,1272.500001018,New electrified,Bottom-up,No
RWA,2027.0,EL3E,891.7500007133999,Current electrified,Bottom-up,No
RWA,2027.0,EL3U,1320.000001056,New electrified,Bottom-up,No
RWA,2028.0,EL3E,933.8333340804,Current electrified,Bottom-up,No
RWA,2028.0,EL3U,1367.500001094,New electrified,Bottom-up,No
RWA,2029.0,EL3E,976.3055563366,Current electrified,Bottom-up,No
RWA,2029.0,EL3U,1415.000001132,New electrified,Bottom-up,No
RWA,2030.0,EL3E,1025.3611119314,Current electrified,Bottom-up,No
RWA,2030.0,EL3U,1462.50000117,New electrified,Bottom-up,No
RWA,2020.0,TZAEL1,1107.9722231086,Exports (TZA),Bottom-up,No
RWA,2021.0,BDIEL1,116.5555556488,Exports (BDI),Bottom-up,No
RWA,2021.0,TZAEL1,916.944445178,Exports (TZA),Bottom-up,No
RWA,2022.0,CODEL1,85.277777846,Exports (COD),Bottom-up,No
RWA,2022.0,TZAEL1,765.7222228348,Exports (TZA),Bottom-up,No
RWA,2023.0,BDIEL1,43.5555555904,Exports (BDI),Bottom-up,No
RWA,2023.0,CODEL1,175.833333474,Exports (COD),Bottom-up,No
RWA,2023.0,TZAEL1,503.19444484700006,Exports (TZA),Bottom-up,No
RWA,2023.0,UGAEL1,110.0555556436,Exports (UGA),Bottom-up,No
RWA,2024.0,BDIEL1,19.3611111266,Exports (BDI),Bottom-up,No
RWA,2024.0,TZAEL1,1323.1666677252,Exports (TZA),Bottom-up,No
RWA,2025.0,BDIEL1,4.8055555594,Exports (BDI),Bottom-up,No
RWA,2025.0,TZAEL1,661.8333338628,Exports (TZA),Bottom-up,No
RWA,2026.0,CODEL1,95.694444521,Exports (COD),Bottom-up,No
RWA,2026.0,TZAEL1,596.2777782548,Exports (TZA),Bottom-up,No
RWA,2027.0,BDIEL1,57.02777782340001,Exports (BDI),Bottom-up,No
RWA,2027.0,CODEL1,136.0833334422,Exports (COD),Bottom-up,No
RWA,2027.0,TZAEL1,1089.861111983,Exports (TZA),Bottom-up,No
RWA,2027.0,UGAEL1,21.527777795,Exports (UGA),Bottom-up,No
RWA,2028.0,BDIEL1,45.6388889254,Exports (BDI),Bottom-up,No
RWA,2028.0,CODEL1,57.777777824,Exports (COD),Bottom-up,No
RWA,2028.0,TZAEL1,1032.8333341596,Exports (TZA),Bottom-up,No
RWA,2029.0,BDIEL1,45.6388889254,Exports (BDI),Bottom-up,No
RWA,2029.0,CODEL1,211.9722223918,Exports (COD),Bottom-up,No
RWA,2029.0,TZAEL1,942.5555563096,Exports (TZA),Bottom-up,No
RWA,2030.0,BDIEL1,90.5000000724,Exports (BDI),Bottom-up,No
RWA,2030.0,CODEL1,1273.2222232408,Exports (COD),Bottom-up,No
RWA,2030.0,TZAEL1,1228.6388898718,Exports (TZA),Bottom-up,No
RWA,2020.0,EL3E,706.3333338984,Current electrified,Bottom-up,High
RWA,2021.0,EL3E,724.3611116906,Current electrified,Bottom-up,High
RWA,2021.0,EL3U,212.083333503,New electrified,Bottom-up,High
RWA,2022.0,EL3E,740.5277783701999,Current electrified,Bottom-up,High
RWA,2022.0,EL3U,424.166667006,New electrified,Bottom-up,High
RWA,2023.0,EL3E,755.1111117152,Current electrified,Bottom-up,High
RWA,2023.0,EL3U,636.2500005090001,New electrified,Bottom-up,High
RWA,2024.0,EL3E,768.3611117258,Current electrified,Bottom-up,High
RWA,2024.0,EL3U,848.333334012,New electrified,Bottom-up,High
RWA,2025.0,EL3E,809.0000006472,Current electrified,Bottom-up,High
RWA,2025.0,EL3U,1060.416667515,New electrified,Bottom-up,High
RWA,2026.0,EL3E,850.0833340134001,Current electrified,Bottom-up,High
RWA,2026.0,EL3U,1272.500001018,New electrified,Bottom-up,High
RWA,2027.0,EL3E,891.7500007133999,Current electrified,Bottom-up,High
RWA,2027.0,EL3U,1320.000001056,New electrified,Bottom-up,High
RWA,2028.0,EL3E,933.8333340804,Current electrified,Bottom-up,High
RWA,2028.0,EL3U,1367.500001094,New electrified,Bottom-up,High
RWA,2029.0,EL3E,976.3055563366,Current electrified,Bottom-up,High
RWA,2029.0,EL3U,1415.000001132,New electrified,Bottom-up,High
RWA,2030.0,EL3E,1025.3611119314,Current electrified,Bottom-up,High
RWA,2030.0,EL3U,1462.50000117,New electrified,Bottom-up,High
RWA,2020.0,TZAEL1,2235.416668455,Exports (TZA),Bottom-up,High
RWA,2021.0,BDIEL1,39.0000000312,Exports (BDI),Bottom-up,High
RWA,2021.0,CODEL1,253.7777779808,Exports (COD),Bottom-up,High
RWA,2022.0,CODEL1,41.7222222556,Exports (COD),Bottom-up,High
RWA,2023.0,CODEL1,1460.5000011684,Exports (COD),Bottom-up,High
RWA,2024.0,TZAEL1,791.6388895222,Exports (TZA),Bottom-up,High
RWA,2024.0,UGAEL1,145.22222233840003,Exports (UGA),Bottom-up,High
RWA,2025.0,TZAEL1,538.0277782082001,Exports (TZA),Bottom-up,High
RWA,2025.0,UGAEL1,355.5277780622,Exports (UGA),Bottom-up,High
RWA,2026.0,CODEL1,1318.5277788326,Exports (COD),Bottom-up,High
RWA,2026.0,TZAEL1,350.8055558362,Exports (TZA),Bottom-up,High
RWA,2026.0,UGAEL1,356.50000028520003,Exports (UGA),Bottom-up,High
RWA,2027.0,BDIEL1,25.9166666874,Exports (BDI),Bottom-up,High
RWA,2027.0,CODEL1,2080.5000016644,Exports (COD),Bottom-up,High
RWA,2027.0,TZAEL1,255.972222427,Exports (TZA),Bottom-up,High
RWA,2027.0,UGAEL1,674.3611116506,Exports (UGA),Bottom-up,High
RWA,2028.0,BDIEL1,150.833333454,Exports (BDI),Bottom-up,High
RWA,2028.0,CODEL1,2080.5000016644,Exports (COD),Bottom-up,High
RWA,2028.0,TZAEL1,738.5277783686,Exports (TZA),Bottom-up,High
RWA,2028.0,UGAEL1,232.083333519,Exports (UGA),Bottom-up,High
RWA,2029.0,BDIEL1,150.833333454,Exports (BDI),Bottom-up,High
RWA,2029.0,CODEL1,2080.5000016644,Exports (COD),Bottom-up,High
RWA,2029.0,TZAEL1,422.61111144920005,Exports (TZA),Bottom-up,High
RWA,2029.0,UGAEL1,524.3888893084,Exports (UGA),Bottom-up,High
RWA,2030.0,BDIEL1,150.833333454,Exports (BDI),Bottom-up,High
RWA,2030.0,CODEL1,2080.5000016644,Exports (COD),Bottom-up,High
RWA,2030.0,TZAEL1,280.47222244660003,Exports (TZA),Bottom-up,High
RWA,2030.0,UGAEL1,1068.7222230772,Exports (UGA),Bottom-up,High
RWA,2020.0,EL3E,706.3333338984,Current electrified,Top-down high,No
RWA,2021.0,EL3E,724.3611116906,Current electrified,Top-down high,No
RWA,2021.0,EL3U,178.888889032,New electrified,Top-down high,No
RWA,2022.0,EL3E,740.5277783702,Current electrified,Top-down high,No
RWA,2022.0,EL3U,357.777778064,New electrified,Top-down high,No
RWA,2023.0,EL3E,755.1111117152,Current electrified,Top-down high,No
RWA,2023.0,EL3U,536.666667096,New electrified,Top-down high,No
RWA,2024.0,EL3E,768.3611117258001,Current electrified,Top-down high,No
RWA,2024.0,EL3U,715.555556128,New electrified,Top-down high,No
RWA,2025.0,EL3E,808.9722228694001,Current electrified,Top-down high,No
RWA,2025.0,EL3U,894.4444451600001,New electrified,Top-down high,No
RWA,2026.0,EL3E,850.0833340134,Current electrified,Top-down high,No
RWA,2026.0,EL3U,1073.333334192,New electrified,Top-down high,No
RWA,2027.0,EL3E,891.7222229356,Current electrified,Top-down high,No
RWA,2027.0,EL3U,1109.4444453320002,New electrified,Top-down high,No
RWA,2028.0,EL3E,933.8611118582,Current electrified,Top-down high,No
RWA,2028.0,EL3U,1145.555556472,New electrified,Top-down high,No
RWA,2029.0,EL3E,976.3333341144,Current electrified,Top-down high,No
RWA,2029.0,EL3U,1181.666667612,New electrified,Top-down high,No
RWA,2030.0,EL3E,1025.3611119314,Current electrified,Top-down high,No
RWA,2030.0,EL3U,1217.777778752,New electrified,Top-down high,No
RWA,2020.0,TZAEL1,222.3888890668,Exports (TZA),Top-down high,No
RWA,2021.0,BDIEL1,17.694444458600003,Exports (BDI),Top-down high,No
RWA,2021.0,TZAEL1,165.972222355,Exports (TZA),Top-down high,No
RWA,2022.0,BDIEL1,0.7777777784000001,Exports (BDI),Top-down high,No
RWA,2022.0,TZAEL1,900.3333340536001,Exports (TZA),Top-down high,No
RWA,2023.0,BDIEL1,90.5000000724,Exports (BDI),Top-down high,No
RWA,2023.0,CODEL1,73.3888889476,Exports (COD),Top-down high,No
RWA,2023.0,TZAEL1,220.0555557316,Exports (TZA),Top-down high,No
RWA,2024.0,BDIEL1,90.5000000724,Exports (BDI),Top-down high,No
RWA,2024.0,CODEL1,460.4722225906,Exports (COD),Top-down high,No
RWA,2024.0,TZAEL1,105.6111111956,Exports (TZA),Top-down high,No
RWA,2025.0,BDIEL1,155.1666667908,Exports (BDI),Top-down high,No
RWA,2025.0,CODEL1,84.2777778452,Exports (COD),Top-down high,No
RWA,2025.0,TZAEL1,416.2777781108,Exports (TZA),Top-down high,No
RWA,2026.0,BDIEL1,241.33333352640005,Exports (BDI),Top-down high,No
RWA,2026.0,CODEL1,89.3888889604,Exports (COD),Top-down high,No
RWA,2026.0,TZAEL1,299.2222224616,Exports (TZA),Top-down high,No
RWA,2027.0,BDIEL1,241.33333352640005,Exports (BDI),Top-down high,No
RWA,2027.0,CODEL1,7.0277777834,Exports (COD),Top-down high,No
RWA,2027.0,TZAEL1,1118.5833342282,Exports (TZA),Top-down high,No
RWA,2028.0,BDIEL1,241.33333352640005,Exports (BDI),Top-down high,No
RWA,2028.0,CODEL1,673.5833338722,Exports (COD),Top-down high,No
RWA,2028.0,TZAEL1,929.6944451882,Exports (TZA),Top-down high,No
RWA,2029.0,BDIEL1,241.33333352640005,Exports (BDI),Top-down high,No
RWA,2029.0,CODEL1,65.66666671920001,Exports (COD),Top-down high,No
RWA,2029.0,TZAEL1,1123.055556454,Exports (TZA),Top-down high,No
RWA,2030.0,BDIEL1,241.33333352640005,Exports (BDI),Top-down high,No
RWA,2030.0,CODEL1,1224.166667646,Exports (COD),Top-down high,No
RWA,2030.0,TZAEL1,873.888889588,Exports (TZA),Top-down high,No
RWA,2030.0,UGAEL1,7.6111111172,Exports (UGA),Top-down high,No
RWA,2020.0,EL3E,706.3333338984,Current electrified,Top-down high,High
RWA,2021.0,EL3E,724.3611116906,Current electrified,Top-down high,High
RWA,2021.0,EL3U,178.888889032,New electrified,Top-down high,High
RWA,2022.0,EL3E,740.5277783701999,Current electrified,Top-down high,High
RWA,2022.0,EL3U,357.777778064,New electrified,Top-down high,High
RWA,2023.0,EL3E,755.1111117152,Current electrified,Top-down high,High
RWA,2023.0,EL3U,536.666667096,New electrified,Top-down high,High
RWA,2024.0,EL3E,768.3611117258001,Current electrified,Top-down high,High
RWA,2024.0,EL3U,715.555556128,New electrified,Top-down high,High
RWA,2025.0,EL3E,808.9722228694001,Current electrified,Top-down high,High
RWA,2025.0,EL3U,894.4444451600001,New electrified,Top-down high,High
RWA,2026.0,EL3E,850.1111117912001,Current electrified,Top-down high,High
RWA,2026.0,EL3U,1073.333334192,New electrified,Top-down high,High
RWA,2027.0,EL3E,891.7222229356001,Current electrified,Top-down high,High
RWA,2027.0,EL3U,1109.4444453320002,New electrified,Top-down high,High
RWA,2028.0,EL3E,933.8611118582002,Current electrified,Top-down high,High
RWA,2028.0,EL3U,1145.555556472,New electrified,Top-down high,High
RWA,2029.0,EL3E,976.3055563366,Current electrified,Top-down high,High
RWA,2029.0,EL3U,1181.666667612,New electrified,Top-down high,High
RWA,2030.0,EL3E,1025.3333341536,Current electrified,Top-down high,High
RWA,2030.0,EL3U,1217.777778752,New electrified,Top-down high,High
RWA,2020.0,TZAEL1,2767.361113325,Exports (TZA),Top-down high,High
RWA,2021.0,BDIEL1,97.0000000776,Exports (BDI),Top-down high,High
RWA,2021.0,CODEL1,188.8333334844,Exports (COD),Top-down high,High
RWA,2022.0,BDIEL1,98.2222223008,Exports (BDI),Top-down high,High
RWA,2022.0,CODEL1,306.9166669122,Exports (COD),Top-down high,High
RWA,2022.0,UGAEL1,158.47222234900002,Exports (UGA),Top-down high,High
RWA,2023.0,BDIEL1,38.4444444752,Exports (BDI),Top-down high,High
RWA,2023.0,CODEL1,2716.9444466180003,Exports (COD),Top-down high,High
RWA,2024.0,CODEL1,2148.750001719,Exports (COD),Top-down high,High
RWA,2025.0,CODEL1,1978.333334916,Exports (COD),Top-down high,High
RWA,2025.0,TZAEL1,256.1666668716,Exports (TZA),Top-down high,High
RWA,2025.0,UGAEL1,739.6666672584,Exports (UGA),Top-down high,High
RWA,2026.0,BDIEL1,33.5833333602,Exports (BDI),Top-down high,High
RWA,2026.0,CODEL1,2080.5000016644,Exports (COD),Top-down high,High
RWA,2026.0,TZAEL1,486.805555945,Exports (TZA),Top-down high,High
RWA,2026.0,UGAEL1,454.1111114744001,Exports (UGA),Top-down high,High
RWA,2027.0,BDIEL1,89.2777778492,Exports (BDI),Top-down high,High
RWA,2027.0,CODEL1,2080.5000016644,Exports (COD),Top-down high,High
RWA,2027.0,TZAEL1,1140.833334246,Exports (TZA),Top-down high,High
RWA,2028.0,BDIEL1,150.833333454,Exports (BDI),Top-down high,High
RWA,2028.0,CODEL1,2080.5000016644,Exports (COD),Top-down high,High
RWA,2028.0,TZAEL1,1090.0555564276,Exports (TZA),Top-down high,High
RWA,2029.0,BDIEL1,150.833333454,Exports (BDI),Top-down high,High
RWA,2029.0,CODEL1,2080.5000016644,Exports (COD),Top-down high,High
RWA,2029.0,TZAEL1,1071.111111968,Exports (TZA),Top-down high,High
RWA,2030.0,BDIEL1,150.833333454,Exports (BDI),Top-down high,High
RWA,2030.0,CODEL1,2080.5000016644,Exports (COD),Top-down high,High
RWA,2030.0,TZAEL1,1248.3055565542002,Exports (TZA),Top-down high,High
RWA,2030.0,UGAEL1,72.38888894680001,Exports (UGA),Top-down high,High
RWA,2020.0,EL3E,706.3333338984,Current electrified,Top-down low,No
RWA,2021.0,EL3E,724.3611116906,Current electrified,Top-down low,No
RWA,2021.0,EL3U,23.055555574000003,New electrified,Top-down low,No
RWA,2022.0,EL3E,740.5277783702,Current electrified,Top-down low,No
RWA,2022.0,EL3U,46.111111148000006,New electrified,Top-down low,No
RWA,2023.0,EL3E,755.0833339374001,Current electrified,Top-down low,No
RWA,2023.0,EL3U,69.166666722,New electrified,Top-down low,No
RWA,2024.0,EL3E,768.3611117258,Current electrified,Top-down low,No
RWA,2024.0,EL3U,92.222222296,New electrified,Top-down low,No
RWA,2025.0,EL3E,808.9444450916,Current electrified,Top-down low,No
RWA,2025.0,EL3U,115.27777787,New electrified,Top-down low,No
RWA,2026.0,EL3E,850.0833340134,Current electrified,Top-down low,No
RWA,2026.0,EL3U,138.333333444,New electrified,Top-down low,No
RWA,2027.0,EL3E,891.7222229356,Current electrified,Top-down low,No
RWA,2027.0,EL3U,144.11111122640003,New electrified,Top-down low,No
RWA,2028.0,EL3E,933.8333340804,Current electrified,Top-down low,No
RWA,2028.0,EL3U,149.861111231,New electrified,Top-down low,No
RWA,2029.0,EL3E,976.3055563366,Current electrified,Top-down low,No
RWA,2029.0,EL3U,155.63888901340002,New electrified,Top-down low,No
RWA,2030.0,EL3E,1025.3611119314,Current electrified,Top-down low,No
RWA,2030.0,EL3U,161.388889018,New electrified,Top-down low,No
RWA,2020.0,TZAEL1,813.0833339838,Exports (TZA),Top-down low,No
RWA,2021.0,BDIEL1,153.8333334564,Exports (BDI),Top-down low,No
RWA,2021.0,CODEL1,165.8611112438,Exports (COD),Top-down low,No
RWA,2022.0,CODEL1,2143.0000017144,Exports (COD),Top-down low,No
RWA,2023.0,BDIEL1,90.5000000724,Exports (BDI),Top-down low,No
RWA,2023.0,CODEL1,3328.8055582186003,Exports (COD),Top-down low,No
RWA,2024.0,BDIEL1,53.555555598400005,Exports (BDI),Top-down low,No
RWA,2024.0,CODEL1,1329.5000010636002,Exports (COD),Top-down low,No
RWA,2025.0,BDIEL1,152.4722223442,Exports (BDI),Top-down low,No
RWA,2025.0,CODEL1,2172.22222396,Exports (COD),Top-down low,No
RWA,2026.0,BDIEL1,115.5277778702,Exports (BDI),Top-down low,No
RWA,2026.0,CODEL1,3300.4166693070006,Exports (COD),Top-down low,No
RWA,2027.0,BDIEL1,68.194444499,Exports (BDI),Top-down low,No
RWA,2027.0,CODEL1,2683.8611132582,Exports (COD),Top-down low,No
RWA,2028.0,CODEL1,1401.1666677876,Exports (COD),Top-down low,No
RWA,2029.0,BDIEL1,11.4444444536,Exports (BDI),Top-down low,No
RWA,2029.0,CODEL1,827.8611117734001,Exports (COD),Top-down low,No
RWA,2030.0,BDIEL1,42.8611111454,Exports (BDI),Top-down low,No
RWA,2030.0,CODEL1,1586.1666679356,Exports (COD),Top-down low,No
RWA,2030.0,TZAEL1,17.222222236,Exports (TZA),Top-down low,No
RWA,2020.0,EL3E,706.3333338984,Current electrified,Top-down low,High
RWA,2021.0,EL3E,724.3611116906,Current electrified,Top-down low,High
RWA,2021.0,EL3U,23.055555574000003,New electrified,Top-down low,High
RWA,2022.0,EL3E,740.5277783702,Current electrified,Top-down low,High
RWA,2022.0,EL3U,46.111111148000006,New electrified,Top-down low,High
RWA,2023.0,EL3E,755.0833339374001,Current electrified,Top-down low,High
RWA,2023.0,EL3U,69.166666722,New electrified,Top-down low,High
RWA,2024.0,EL3E,768.3611117258,Current electrified,Top-down low,High
RWA,2024.0,EL3U,92.222222296,New electrified,Top-down low,High
RWA,2025.0,EL3E,808.9722228694001,Current electrified,Top-down low,High
RWA,2025.0,EL3U,115.27777787,New electrified,Top-down low,High
RWA,2026.0,EL3E,850.0833340134,Current electrified,Top-down low,High
RWA,2026.0,EL3U,138.333333444,New electrified,Top-down low,High
RWA,2027.0,EL3E,891.7500007133999,Current electrified,Top-down low,High
RWA,2027.0,EL3U,144.11111122640003,New electrified,Top-down low,High
RWA,2028.0,EL3E,933.8333340804,Current electrified,Top-down low,High
RWA,2028.0,EL3U,149.861111231,New electrified,Top-down low,High
RWA,2029.0,EL3E,976.3333341144,Current electrified,Top-down low,High
RWA,2029.0,EL3U,155.63888901340002,New electrified,Top-down low,High
RWA,2030.0,EL3E,1025.3611119314,Current electrified,Top-down low,High
RWA,2030.0,EL3U,161.388889018,New electrified,Top-down low,High
RWA,2020.0,TZAEL1,2290.1111129432,Exports (TZA),Top-down low,High
RWA,2021.0,BDIEL1,133.0277778842,Exports (BDI),Top-down low,High
RWA,2021.0,CODEL1,484.77777816560007,Exports (COD),Top-down low,High
RWA,2022.0,BDIEL1,33.6666666936,Exports (BDI),Top-down low,High
RWA,2022.0,CODEL1,1570.1111123672,Exports (COD),Top-down low,High
RWA,2023.0,BDIEL1,9.6666666744,Exports (BDI),Top-down low,High
RWA,2023.0,CODEL1,2654.5277799014,Exports (COD),Top-down low,High
RWA,2024.0,BDIEL1,34.7500000278,Exports (BDI),Top-down low,High
RWA,2024.0,CODEL1,2112.5555572456,Exports (COD),Top-down low,High
RWA,2025.0,CODEL1,2062.8611127614004,Exports (COD),Top-down low,High
RWA,2026.0,BDIEL1,150.833333454,Exports (BDI),Top-down low,High
RWA,2026.0,CODEL1,2080.5000016644,Exports (COD),Top-down low,High
RWA,2027.0,BDIEL1,37.8333333636,Exports (BDI),Top-down low,High
RWA,2027.0,CODEL1,2080.5000016644,Exports (COD),Top-down low,High
RWA,2027.0,TZAEL1,31.5000000252,Exports (TZA),Top-down low,High
RWA,2027.0,UGAEL1,118.1388889834,Exports (UGA),Top-down low,High
RWA,2028.0,BDIEL1,69.80555561140001,Exports (BDI),Top-down low,High
RWA,2028.0,CODEL1,2080.5000016644,Exports (COD),Top-down low,High
RWA,2028.0,TZAEL1,1048.1111119496002,Exports (TZA),Top-down low,High
RWA,2028.0,UGAEL1,222.361111289,Exports (UGA),Top-down low,High
RWA,2029.0,BDIEL1,101.8611111926,Exports (BDI),Top-down low,High
RWA,2029.0,CODEL1,2080.5000016644,Exports (COD),Top-down low,High
RWA,2029.0,TZAEL1,1240.1111121032002,Exports (TZA),Top-down low,High
RWA,2029.0,UGAEL1,128.75000010300002,Exports (UGA),Top-down low,High
RWA,2030.0,BDIEL1,126.8611112126,Exports (BDI),Top-down low,High
RWA,2030.0,CODEL1,2080.5000016644,Exports (COD),Top-down low,High
RWA,2030.0,TZAEL1,1220.6666676432,Exports (TZA),Top-down low,High
RWA,2030.0,UGAEL1,539.2222226536,Exports (UGA),Top-down low,High
